Animals,Leavings,Rarity_Value,Num_Uniques,Size
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Lemur/Star Marmot', 'Amethyst Spriggan', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Yellow Coblyn/Morbol Seedling', 'Ground Squirrel/Opo-Opo', 'Paissa', 'Coblyn/Morbol/Grand Doblyn', 'Coblyn/Morbol/Grand Doblyn', 'Twinklefleece/Funguar', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Grand Buffalo', 'Dodo of Paradise/Gold Back/Alkonost']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",1.12,13,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Lemur/Star Marmot', 'Amethyst Spriggan', 'Yellow Coblyn/Morbol Seedling', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Glyptodon', 'Ground Squirrel/Opo-Opo', 'Coblyn/Morbol/Grand Doblyn', 'Tiger/Quartz Spriggan/Weird Spriggan', 'Apkallu', 'Lost Lamb', 'Blue Back/Dodo', 'Island Billy', 'Black Chocobo']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",0.62,15,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Lemur/Star Marmot', 'Amethyst Spriggan', 'Yellow Coblyn/Morbol Seedling', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Glyptodon', 'Ground Squirrel/Opo-Opo', 'Coblyn/Morbol/Grand Doblyn', 'Tiger/Quartz Spriggan/Weird Spriggan', 'Lost Lamb', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Island Billy', 'Dodo of Paradise/Gold Back/Alkonost']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",0.75,15,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Lemur/Star Marmot', 'Amethyst Spriggan', 'Yellow Coblyn/Morbol Seedling', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Glyptodon', 'Ground Squirrel/Opo-Opo', 'Tiger/Quartz Spriggan/Weird Spriggan', 'Coblyn/Morbol/Grand Doblyn', 'Apkallu', 'Lost Lamb', 'Blue Back/Dodo', 'Island Billy', 'Black Chocobo']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",0.62,15,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Lemur/Star Marmot', 'Amethyst Spriggan', 'Yellow Coblyn/Morbol Seedling', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Glyptodon', 'Ground Squirrel/Opo-Opo', 'Tiger/Quartz Spriggan/Weird Spriggan', 'Coblyn/Morbol/Grand Doblyn', 'Lost Lamb', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Island Billy', 'Dodo of Paradise/Gold Back/Alkonost']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",0.75,15,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Lemur/Star Marmot', 'Amethyst Spriggan', 'Yellow Coblyn/Morbol Seedling', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Glyptodon', 'Paissa', 'Coblyn/Morbol/Grand Doblyn', 'Tiger/Quartz Spriggan/Weird Spriggan', 'Apkallu', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Grand Buffalo', 'Black Chocobo']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",1.06,15,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Lemur/Star Marmot', 'Amethyst Spriggan', 'Yellow Coblyn/Morbol Seedling', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Glyptodon', 'Paissa', 'Coblyn/Morbol/Grand Doblyn', 'Tiger/Quartz Spriggan/Weird Spriggan', 'Twinklefleece/Funguar', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Grand Buffalo', 'Dodo of Paradise/Gold Back/Alkonost']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",1.19,14,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Lemur/Star Marmot', 'Amethyst Spriggan', 'Yellow Coblyn/Morbol Seedling', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Glyptodon', 'Paissa', 'Tiger/Quartz Spriggan/Weird Spriggan', 'Coblyn/Morbol/Grand Doblyn', 'Apkallu', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Grand Buffalo', 'Black Chocobo']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",1.06,15,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Lemur/Star Marmot', 'Amethyst Spriggan', 'Yellow Coblyn/Morbol Seedling', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Glyptodon', 'Paissa', 'Tiger/Quartz Spriggan/Weird Spriggan', 'Coblyn/Morbol/Grand Doblyn', 'Twinklefleece/Funguar', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Grand Buffalo', 'Dodo of Paradise/Gold Back/Alkonost']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",1.19,14,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Lemur/Star Marmot', 'Amethyst Spriggan', 'Yellow Coblyn/Morbol Seedling', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Ground Squirrel/Opo-Opo', 'Ground Squirrel/Opo-Opo', 'Coblyn/Morbol/Grand Doblyn', 'Coblyn/Morbol/Grand Doblyn', 'Apkallu', 'Lost Lamb', 'Blue Back/Dodo', 'Island Billy', 'Black Chocobo']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",0.56,13,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Lemur/Star Marmot', 'Amethyst Spriggan', 'Yellow Coblyn/Morbol Seedling', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Ground Squirrel/Opo-Opo', 'Ground Squirrel/Opo-Opo', 'Coblyn/Morbol/Grand Doblyn', 'Coblyn/Morbol/Grand Doblyn', 'Lost Lamb', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Island Billy', 'Dodo of Paradise/Gold Back/Alkonost']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",0.69,13,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Lemur/Star Marmot', 'Amethyst Spriggan', 'Yellow Coblyn/Morbol Seedling', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Ground Squirrel/Opo-Opo', 'Paissa', 'Coblyn/Morbol/Grand Doblyn', 'Coblyn/Morbol/Grand Doblyn', 'Apkallu', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Grand Buffalo', 'Black Chocobo']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",1.0,14,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Lemur/Star Marmot', 'Amethyst Spriggan', 'Yellow Coblyn/Morbol Seedling', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Ground Squirrel/Opo-Opo', 'Paissa', 'Coblyn/Morbol/Grand Doblyn', 'Coblyn/Morbol/Grand Doblyn', 'Twinklefleece/Funguar', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Grand Buffalo', 'Dodo of Paradise/Gold Back/Alkonost']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",1.12,13,16
